acc_X(g)	acc_Y(g)	acc_Z(g)	Time	Cluster
0.976	-0.207	0.091	2024-01-02 18:16:30.166	0
0.978	-0.205	0.091	2024-01-02 18:16:30.270	0
0.979	-0.204	0.091	2024-01-02 18:16:30.364	0
0.976	-0.205	0.092	2024-01-02 18:16:30.482	0
0.977	-0.205	0.091	2024-01-02 18:16:30.571	0
0.977	-0.204	0.093	2024-01-02 18:16:30.688	0
0.978	-0.205	0.091	2024-01-02 18:16:30.764	0
0.977	-0.205	0.092	2024-01-02 18:16:30.869	0
0.979	-0.204	0.092	2024-01-02 18:16:30.967	0
0.978	-0.206	0.091	2024-01-02 18:16:31.830	0
0.978	-0.205	0.09	2024-01-02 18:16:31.169	0
0.979	-0.202	0.091	2024-01-02 18:16:31.288	0
0.981	-0.199	0.091	2024-01-02 18:16:31.377	0
0.981	-0.194	0.09	2024-01-02 18:16:31.499	0
0.983	-0.183	0.088	2024-01-02 18:16:31.564	0
0.985	-0.186	0.088	2024-01-02 18:16:31.683	0
0.985	-0.179	0.086	2024-01-02 18:16:31.771	0
0.981	-0.18	0.086	2024-01-02 18:16:31.888	0
0.978	-0.184	0.086	2024-01-02 18:16:31.979	0
0.983	-0.175	0.084	2024-01-02 18:16:32.990	0
0.984	-0.17	0.086	2024-01-02 18:16:32.160	0
0.983	-0.177	0.087	2024-01-02 18:16:32.282	0
0.984	-0.164	0.085	2024-01-02 18:16:32.373	0
0.985	-0.163	0.085	2024-01-02 18:16:32.487	0
0.988	-0.158	0.085	2024-01-02 18:16:32.574	0
0.99	-0.157	0.086	2024-01-02 18:16:32.728	0
0.982	-0.149	0.084	2024-01-02 18:16:32.788	0
0.981	-0.156	0.086	2024-01-02 18:16:32.909	0
0.984	-0.149	0.083	2024-01-02 18:16:32.968	0
0.984	-0.154	0.087	2024-01-02 18:16:33.860	0
0.981	-0.16	0.087	2024-01-02 18:16:33.176	0
0.979	-0.164	0.087	2024-01-02 18:16:33.298	0
0.982	-0.171	0.088	2024-01-02 18:16:33.387	0
0.984	-0.173	0.088	2024-01-02 18:16:33.508	0
0.981	-0.172	0.086	2024-01-02 18:16:33.567	0
0.981	-0.176	0.087	2024-01-02 18:16:33.685	0
0.982	-0.179	0.087	2024-01-02 18:16:33.780	0
0.983	-0.181	0.088	2024-01-02 18:16:33.898	0
0.984	-0.181	0.088	2024-01-02 18:16:33.987	0
0.979	-0.181	0.089	2024-01-02 18:16:34.107	0
0.98	-0.185	0.088	2024-01-02 18:16:34.197	0
0.979	-0.192	0.089	2024-01-02 18:16:34.317	0
0.979	-0.2	0.09	2024-01-02 18:16:34.375	0
0.978	-0.21	0.091	2024-01-02 18:16:34.495	0
0.975	-0.213	0.092	2024-01-02 18:16:34.586	0
0.974	-0.218	0.092	2024-01-02 18:16:34.707	0
0.972	-0.226	0.092	2024-01-02 18:16:34.798	0
0.973	-0.232	0.093	2024-01-02 18:16:34.917	0
0.976	-0.235	0.095	2024-01-02 18:16:34.975	0
0.973	-0.238	0.096	2024-01-02 18:16:35.970	0
0.972	-0.239	0.095	2024-01-02 18:16:35.187	0
0.972	-0.239	0.093	2024-01-02 18:16:35.307	0
0.972	-0.241	0.094	2024-01-02 18:16:35.398	0
0.971	-0.243	0.094	2024-01-02 18:16:35.517	0
0.973	-0.242	0.094	2024-01-02 18:16:35.609	0
0.972	-0.242	0.095	2024-01-02 18:16:35.728	0
0.973	-0.241	0.096	2024-01-02 18:16:35.818	0
0.971	-0.238	0.093	2024-01-02 18:16:35.908	0
0.967	-0.238	0.094	2024-01-02 18:16:35.997	0
0.971	-0.236	0.094	2024-01-02 18:16:36.117	0
0.974	-0.229	0.092	2024-01-02 18:16:36.209	0
0.977	-0.219	0.09	2024-01-02 18:16:36.327	0
0.977	-0.213	0.092	2024-01-02 18:16:36.384	0
0.971	-0.205	0.091	2024-01-02 18:16:36.509	0
0.968	-0.2	0.091	2024-01-02 18:16:36.595	0
0.978	-0.19	0.09	2024-01-02 18:16:36.718	0
0.988	-0.182	0.091	2024-01-02 18:16:36.808	0
0.983	-0.178	0.089	2024-01-02 18:16:36.926	0
0.98	-0.178	0.09	2024-01-02 18:16:37.190	0
0.984	-0.183	0.089	2024-01-02 18:16:37.137	0
0.985	-0.181	0.088	2024-01-02 18:16:37.196	0
0.978	-0.175	0.089	2024-01-02 18:16:37.319	0
0.983	-0.179	0.088	2024-01-02 18:16:37.409	0
0.983	-0.177	0.087	2024-01-02 18:16:37.536	0
0.985	-0.176	0.086	2024-01-02 18:16:37.617	0
0.991	-0.142	0.085	2024-01-02 18:16:37.736	0
0.993	-0.121	0.082	2024-01-02 18:16:37.796	0
0.99	-0.123	0.081	2024-01-02 18:16:37.919	0
0.984	-0.125	0.082	2024-01-02 18:16:38.800	0
0.985	-0.148	0.084	2024-01-02 18:16:38.129	0
0.991	-0.137	0.083	2024-01-02 18:16:38.218	0
0.991	-0.124	0.082	2024-01-02 18:16:38.339	0
0.986	-0.14	0.083	2024-01-02 18:16:38.430	0
0.987	-0.136	0.081	2024-01-02 18:16:38.565	0
0.988	-0.129	0.083	2024-01-02 18:16:38.610	0
0.987	-0.138	0.086	2024-01-02 18:16:38.729	0
0.986	-0.134	0.083	2024-01-02 18:16:38.818	0
0.986	-0.133	0.083	2024-01-02 18:16:38.939	0
0.989	-0.136	0.083	2024-01-02 18:16:39.290	0
0.987	-0.134	0.083	2024-01-02 18:16:39.176	0
0.987	-0.134	0.084	2024-01-02 18:16:39.208	0
0.989	-0.135	0.086	2024-01-02 18:16:39.330	0
0.985	-0.137	0.083	2024-01-02 18:16:39.419	0
0.987	-0.136	0.082	2024-01-02 18:16:39.539	0
0.986	-0.136	0.085	2024-01-02 18:16:39.629	0
0.987	-0.135	0.085	2024-01-02 18:16:39.765	0
0.986	-0.136	0.084	2024-01-02 18:16:39.840	0
0.986	-0.137	0.079	2024-01-02 18:16:39.967	0
0.988	-0.133	0.078	2024-01-02 18:16:40.200	0
0.988	-0.135	0.084	2024-01-02 18:16:40.139	0
0.988	-0.135	0.083	2024-01-02 18:16:40.227	0
0.989	-0.135	0.083	2024-01-02 18:16:40.365	0
0.989	-0.135	0.083	2024-01-02 18:16:40.440	0
0.986	-0.135	0.083	2024-01-02 18:16:40.567	0
0.986	-0.136	0.082	2024-01-02 18:16:40.619	0
0.989	-0.134	0.082	2024-01-02 18:16:40.740	0
0.991	-0.135	0.084	2024-01-02 18:16:40.827	0
0.986	-0.135	0.083	2024-01-02 18:16:40.965	0
0.988	-0.135	0.081	2024-01-02 18:16:41.390	0
0.988	-0.134	0.084	2024-01-02 18:16:41.163	0
0.987	-0.136	0.083	2024-01-02 18:16:41.273	0
0.988	-0.135	0.084	2024-01-02 18:16:41.372	0
0.988	-0.135	0.083	2024-01-02 18:16:41.429	0
0.991	-0.136	0.083	2024-01-02 18:16:41.565	0
0.989	-0.136	0.084	2024-01-02 18:16:41.638	0
0.985	-0.135	0.083	2024-01-02 18:16:41.767	0
0.989	-0.135	0.082	2024-01-02 18:16:41.864	0
0.991	-0.136	0.085	2024-01-02 18:16:41.971	0
0.989	-0.135	0.082	2024-01-02 18:16:42.270	0
0.983	-0.136	0.082	2024-01-02 18:16:42.167	0
0.982	-0.134	0.081	2024-01-02 18:16:42.237	0
0.99	-0.136	0.083	2024-01-02 18:16:42.375	0
0.986	-0.137	0.084	2024-01-02 18:16:42.471	0
0.989	-0.134	0.082	2024-01-02 18:16:42.568	0
0.986	-0.134	0.085	2024-01-02 18:16:42.669	0
0.985	-0.136	0.084	2024-01-02 18:16:42.775	0
0.985	-0.134	0.083	2024-01-02 18:16:42.836	0
0.985	-0.134	0.085	2024-01-02 18:16:42.970	0
0.985	-0.133	0.085	2024-01-02 18:16:43.730	0
0.985	-0.134	0.083	2024-01-02 18:16:43.168	0
0.989	-0.135	0.082	2024-01-02 18:16:43.268	0
0.981	-0.134	0.085	2024-01-02 18:16:43.375	0
0.986	-0.135	0.084	2024-01-02 18:16:43.468	0
0.99	-0.135	0.084	2024-01-02 18:16:43.569	0
0.989	-0.135	0.087	2024-01-02 18:16:43.668	0
0.984	-0.135	0.083	2024-01-02 18:16:43.772	0
0.988	-0.134	0.083	2024-01-02 18:16:43.867	0
0.992	-0.134	0.087	2024-01-02 18:16:43.975	0
0.989	-0.137	0.083	2024-01-02 18:16:44.680	0
0.985	-0.136	0.079	2024-01-02 18:16:44.184	0
0.984	-0.134	0.082	2024-01-02 18:16:44.268	0
0.989	-0.135	0.081	2024-01-02 18:16:44.370	0
0.988	-0.135	0.083	2024-01-02 18:16:44.467	0
0.985	-0.135	0.084	2024-01-02 18:16:44.574	0
0.987	-0.135	0.082	2024-01-02 18:16:44.665	0
0.991	-0.133	0.084	2024-01-02 18:16:44.784	0
0.984	-0.135	0.084	2024-01-02 18:16:44.865	0
0.987	-0.134	0.082	2024-01-02 18:16:44.973	0
0.985	-0.135	0.082	2024-01-02 18:16:45.730	0
0.987	-0.134	0.083	2024-01-02 18:16:45.175	0
0.99	-0.134	0.084	2024-01-02 18:16:45.270	0
0.987	-0.135	0.084	2024-01-02 18:16:45.385	0
0.984	-0.135	0.083	2024-01-02 18:16:45.475	0
0.99	-0.134	0.084	2024-01-02 18:16:45.596	0
0.986	-0.135	0.084	2024-01-02 18:16:45.672	0
0.984	-0.134	0.085	2024-01-02 18:16:45.775	0
0.988	-0.134	0.083	2024-01-02 18:16:45.871	0
0.985	-0.134	0.083	2024-01-02 18:16:45.986	0
0.987	-0.135	0.083	2024-01-02 18:16:46.770	0
0.988	-0.134	0.084	2024-01-02 18:16:46.198	0
0.989	-0.134	0.086	2024-01-02 18:16:46.267	0
0.987	-0.136	0.084	2024-01-02 18:16:46.376	0
0.987	-0.135	0.084	2024-01-02 18:16:46.468	0
0.985	-0.134	0.083	2024-01-02 18:16:46.587	0
0.99	-0.134	0.083	2024-01-02 18:16:46.682	0
0.988	-0.136	0.083	2024-01-02 18:16:46.797	0
0.987	-0.136	0.082	2024-01-02 18:16:46.887	0
0.988	-0.135	0.082	2024-01-02 18:16:47.900	0
0.988	-0.134	0.085	2024-01-02 18:16:47.680	0
0.987	-0.135	0.083	2024-01-02 18:16:47.187	0
0.985	-0.136	0.083	2024-01-02 18:16:47.278	0
0.985	-0.135	0.085	2024-01-02 18:16:47.397	0
0.992	-0.135	0.083	2024-01-02 18:16:47.487	0
0.985	-0.135	0.083	2024-01-02 18:16:47.605	0
0.986	-0.135	0.084	2024-01-02 18:16:47.676	0
0.989	-0.134	0.085	2024-01-02 18:16:47.786	0
0.988	-0.135	0.083	2024-01-02 18:16:47.877	0
0.987	-0.135	0.084	2024-01-02 18:16:47.997	0
0.987	-0.134	0.084	2024-01-02 18:16:48.870	0
0.987	-0.135	0.086	2024-01-02 18:16:48.208	0
0.988	-0.135	0.086	2024-01-02 18:16:48.298	0
0.987	-0.136	0.083	2024-01-02 18:16:48.418	0
0.989	-0.134	0.084	2024-01-02 18:16:48.477	0
0.989	-0.134	0.083	2024-01-02 18:16:48.596	0
0.989	-0.135	0.082	2024-01-02 18:16:48.685	0
0.99	-0.136	0.083	2024-01-02 18:16:48.808	0
0.987	-0.135	0.083	2024-01-02 18:16:48.897	0
0.986	-0.135	0.083	2024-01-02 18:16:49.190	0
0.987	-0.135	0.083	2024-01-02 18:16:49.770	0
0.987	-0.134	0.083	2024-01-02 18:16:49.197	0
0.987	-0.136	0.084	2024-01-02 18:16:49.287	0
0.986	-0.135	0.083	2024-01-02 18:16:49.408	0
0.989	-0.134	0.082	2024-01-02 18:16:49.499	0
0.985	-0.135	0.084	2024-01-02 18:16:49.618	0
0.986	-0.135	0.083	2024-01-02 18:16:49.709	0
0.987	-0.134	0.085	2024-01-02 18:16:49.865	0
0.989	-0.134	0.085	2024-01-02 18:16:49.887	0
0.986	-0.135	0.085	2024-01-02 18:16:50.600	0
0.987	-0.134	0.082	2024-01-02 18:16:50.980	0
0.986	-0.136	0.083	2024-01-02 18:16:50.218	0
0.99	-0.134	0.085	2024-01-02 18:16:50.308	0
0.987	-0.135	0.085	2024-01-02 18:16:50.429	0
0.985	-0.135	0.083	2024-01-02 18:16:50.487	0
0.985	-0.134	0.084	2024-01-02 18:16:50.608	0
0.988	-0.135	0.084	2024-01-02 18:16:50.697	0
0.989	-0.136	0.085	2024-01-02 18:16:50.818	0
0.986	-0.135	0.086	2024-01-02 18:16:50.909	0
0.988	-0.134	0.084	2024-01-02 18:16:51.280	0
0.987	-0.135	0.084	2024-01-02 18:16:51.118	0
0.987	-0.135	0.084	2024-01-02 18:16:51.239	0
0.986	-0.135	0.084	2024-01-02 18:16:51.298	0
0.99	-0.134	0.083	2024-01-02 18:16:51.418	0
0.987	-0.135	0.082	2024-01-02 18:16:51.509	0
0.989	-0.134	0.083	2024-01-02 18:16:51.627	0
0.988	-0.135	0.082	2024-01-02 18:16:51.718	0
0.986	-0.135	0.083	2024-01-02 18:16:51.839	0
0.983	-0.134	0.085	2024-01-02 18:16:51.895	0
0.993	-0.135	0.082	2024-01-02 18:16:52.190	0
0.991	-0.135	0.083	2024-01-02 18:16:52.108	0
0.984	-0.136	0.084	2024-01-02 18:16:52.229	0
0.986	-0.133	0.087	2024-01-02 18:16:52.318	0
0.986	-0.133	0.083	2024-01-02 18:16:52.468	0
0.985	-0.134	0.083	2024-01-02 18:16:52.582	0
0.988	-0.135	0.083	2024-01-02 18:16:52.651	0
0.986	-0.134	0.084	2024-01-02 18:16:52.708	0
0.986	-0.135	0.084	2024-01-02 18:16:52.830	0
0.987	-0.134	0.085	2024-01-02 18:16:52.918	0
0.986	-0.135	0.084	2024-01-02 18:16:53.390	0
0.988	-0.135	0.085	2024-01-02 18:16:53.129	0
0.987	-0.135	0.084	2024-01-02 18:16:53.270	0
0.986	-0.135	0.083	2024-01-02 18:16:53.309	0
0.987	-0.135	0.083	2024-01-02 18:16:53.430	0
0.985	-0.134	0.083	2024-01-02 18:16:53.517	0
0.987	-0.134	0.083	2024-01-02 18:16:53.636	0
0.986	-0.134	0.084	2024-01-02 18:16:53.728	0
0.987	-0.134	0.083	2024-01-02 18:16:53.877	0
0.988	-0.133	0.084	2024-01-02 18:16:53.939	0
0.986	-0.136	0.083	2024-01-02 18:16:54.730	0
0.989	-0.134	0.084	2024-01-02 18:16:54.118	0
0.987	-0.135	0.084	2024-01-02 18:16:54.238	0
0.985	-0.135	0.084	2024-01-02 18:16:54.328	0
0.987	-0.134	0.084	2024-01-02 18:16:54.465	0
0.988	-0.134	0.084	2024-01-02 18:16:54.540	0
0.986	-0.135	0.082	2024-01-02 18:16:54.687	0
0.99	-0.135	0.084	2024-01-02 18:16:54.718	0
0.987	-0.135	0.083	2024-01-02 18:16:54.837	0
0.983	-0.134	0.083	2024-01-02 18:16:54.928	0
0.989	-0.134	0.085	2024-01-02 18:16:55.700	0
0.987	-0.136	0.084	2024-01-02 18:16:55.138	0
0.985	-0.133	0.083	2024-01-02 18:16:55.271	0
0.988	-0.135	0.083	2024-01-02 18:16:55.371	0
0.988	-0.135	0.085	2024-01-02 18:16:55.470	0
0.987	-0.136	0.084	2024-01-02 18:16:55.529	0
0.986	-0.134	0.084	2024-01-02 18:16:55.666	0
0.985	-0.135	0.085	2024-01-02 18:16:55.738	0
0.986	-0.134	0.083	2024-01-02 18:16:55.867	0
0.989	-0.136	0.083	2024-01-02 18:16:55.977	0
0.988	-0.134	0.084	2024-01-02 18:16:56.710	0
0.987	-0.135	0.084	2024-01-02 18:16:56.129	0
0.987	-0.134	0.084	2024-01-02 18:16:56.270	0
0.988	-0.134	0.083	2024-01-02 18:16:56.338	0
0.987	-0.135	0.083	2024-01-02 18:16:56.471	0
0.989	-0.135	0.082	2024-01-02 18:16:56.571	0
0.988	-0.135	0.086	2024-01-02 18:16:56.670	0
0.988	-0.135	0.083	2024-01-02 18:16:56.774	0
0.988	-0.135	0.084	2024-01-02 18:16:56.878	0
0.986	-0.135	0.084	2024-01-02 18:16:56.938	0
0.984	-0.135	0.085	2024-01-02 18:16:57.680	0
0.989	-0.134	0.083	2024-01-02 18:16:57.174	0
0.989	-0.136	0.085	2024-01-02 18:16:57.271	0
0.989	-0.133	0.085	2024-01-02 18:16:57.369	0
0.984	-0.135	0.082	2024-01-02 18:16:57.475	0
0.985	-0.135	0.081	2024-01-02 18:16:57.541	0
0.993	-0.136	0.081	2024-01-02 18:16:57.668	0
0.988	-0.134	0.085	2024-01-02 18:16:57.772	0
0.987	-0.135	0.083	2024-01-02 18:16:57.868	0
0.983	-0.136	0.084	2024-01-02 18:16:57.982	0
0.986	-0.136	0.083	2024-01-02 18:16:58.760	0
0.985	-0.135	0.083	2024-01-02 18:16:58.170	0
0.99	-0.135	0.085	2024-01-02 18:16:58.286	0
0.985	-0.136	0.084	2024-01-02 18:16:58.346	0
0.987	-0.134	0.084	2024-01-02 18:16:58.470	0
0.99	-0.135	0.082	2024-01-02 18:16:58.571	0
0.985	-0.135	0.084	2024-01-02 18:16:58.679	0
0.989	-0.134	0.083	2024-01-02 18:16:58.771	0
0.987	-0.135	0.084	2024-01-02 18:16:58.887	0
0.985	-0.134	0.083	2024-01-02 18:16:58.974	0
0.989	-0.133	0.084	2024-01-02 18:16:59.720	0
0.988	-0.135	0.084	2024-01-02 18:16:59.169	0
0.986	-0.134	0.085	2024-01-02 18:16:59.279	0
0.985	-0.135	0.086	2024-01-02 18:16:59.368	0
0.99	-0.134	0.083	2024-01-02 18:16:59.484	0
0.992	-0.135	0.083	2024-01-02 18:16:59.575	0
0.988	-0.134	0.085	2024-01-02 18:16:59.697	0
0.984	-0.135	0.085	2024-01-02 18:16:59.770	0
0.988	-0.136	0.084	2024-01-02 18:16:59.877	0
0.986	-0.135	0.083	2024-01-02 18:16:59.997	0
0.988	-0.134	0.083	2024-01-02 18:17:00.870	0
0.986	-0.135	0.084	2024-01-02 18:17:00.177	0
0.99	-0.134	0.083	2024-01-02 18:17:00.298	0
0.987	-0.135	0.084	2024-01-02 18:17:00.368	0
0.987	-0.134	0.083	2024-01-02 18:17:00.477	0
0.99	-0.135	0.085	2024-01-02 18:17:00.571	0
0.988	-0.133	0.083	2024-01-02 18:17:00.687	0
0.986	-0.135	0.085	2024-01-02 18:17:00.778	0
0.988	-0.134	0.084	2024-01-02 18:17:00.897	0
0.988	-0.136	0.084	2024-01-02 18:17:00.988	0
0.987	-0.135	0.084	2024-01-02 18:17:01.109	0
0.986	-0.135	0.083	2024-01-02 18:17:01.168	0
0.987	-0.134	0.085	2024-01-02 18:17:01.288	0
0.988	-0.135	0.085	2024-01-02 18:17:01.377	0
0.987	-0.135	0.082	2024-01-02 18:17:01.498	0
0.99	-0.135	0.083	2024-01-02 18:17:01.619	0
0.985	-0.135	0.085	2024-01-02 18:17:01.709	0
0.989	-0.134	0.085	2024-01-02 18:17:01.773	0
0.984	-0.136	0.083	2024-01-02 18:17:01.888	0
0.991	-0.134	0.083	2024-01-02 18:17:01.977	0
0.987	-0.136	0.086	2024-01-02 18:17:02.940	0
0.985	-0.134	0.084	2024-01-02 18:17:02.185	0
0.988	-0.136	0.083	2024-01-02 18:17:02.306	0
0.987	-0.134	0.084	2024-01-02 18:17:02.395	0
0.988	-0.135	0.084	2024-01-02 18:17:02.515	0
0.986	-0.134	0.084	2024-01-02 18:17:02.575	0
0.986	-0.136	0.083	2024-01-02 18:17:02.694	0
0.986	-0.133	0.085	2024-01-02 18:17:02.786	0
0.987	-0.134	0.084	2024-01-02 18:17:02.904	0
0.983	-0.135	0.083	2024-01-02 18:17:02.994	0
0.989	-0.134	0.083	2024-01-02 18:17:03.115	0
0.986	-0.135	0.083	2024-01-02 18:17:03.174	0
0.987	-0.134	0.084	2024-01-02 18:17:03.295	0
0.987	-0.134	0.083	2024-01-02 18:17:03.384	0
0.988	-0.134	0.083	2024-01-02 18:17:03.505	0
0.986	-0.134	0.084	2024-01-02 18:17:03.594	0
0.988	-0.134	0.084	2024-01-02 18:17:03.716	0
0.986	-0.136	0.083	2024-01-02 18:17:03.806	0
0.988	-0.134	0.083	2024-01-02 18:17:03.926	0
0.987	-0.136	0.083	2024-01-02 18:17:03.986	0
0.987	-0.134	0.084	2024-01-02 18:17:04.107	0
0.988	-0.135	0.084	2024-01-02 18:17:04.195	0
0.986	-0.134	0.085	2024-01-02 18:17:04.315	0
0.987	-0.134	0.083	2024-01-02 18:17:04.406	0
0.985	-0.135	0.084	2024-01-02 18:17:04.525	0
0.989	-0.135	0.083	2024-01-02 18:17:04.585	0
0.988	-0.135	0.084	2024-01-02 18:17:04.707	0
0.988	-0.134	0.084	2024-01-02 18:17:04.795	0
0.985	-0.135	0.084	2024-01-02 18:17:04.915	0
0.987	-0.134	0.084	2024-01-02 18:17:05.600	0
0.987	-0.135	0.084	2024-01-02 18:17:05.127	0
0.987	-0.134	0.084	2024-01-02 18:17:05.215	0
0.987	-0.134	0.084	2024-01-02 18:17:05.336	0
0.987	-0.135	0.083	2024-01-02 18:17:05.395	0
0.987	-0.135	0.083	2024-01-02 18:17:05.515	0
0.986	-0.134	0.084	2024-01-02 18:17:05.606	0
0.988	-0.135	0.084	2024-01-02 18:17:05.726	0
0.986	-0.134	0.085	2024-01-02 18:17:05.816	0
0.986	-0.135	0.083	2024-01-02 18:17:05.936	0
0.987	-0.134	0.084	2024-01-02 18:17:05.995	0
0.987	-0.135	0.083	2024-01-02 18:17:06.115	0
0.987	-0.134	0.084	2024-01-02 18:17:06.206	0
0.987	-0.135	0.083	2024-01-02 18:17:06.325	0
0.987	-0.134	0.083	2024-01-02 18:17:06.416	0
0.986	-0.136	0.084	2024-01-02 18:17:06.536	0
0.988	-0.135	0.083	2024-01-02 18:17:06.627	0
0.986	-0.136	0.084	2024-01-02 18:17:06.746	0
0.988	-0.134	0.083	2024-01-02 18:17:06.806	0
0.987	-0.135	0.083	2024-01-02 18:17:06.926	0
0.988	-0.134	0.083	2024-01-02 18:17:07.160	0
0.988	-0.136	0.085	2024-01-02 18:17:07.167	0
0.987	-0.134	0.084	2024-01-02 18:17:07.225	0
0.987	-0.136	0.085	2024-01-02 18:17:07.347	0
0.987	-0.134	0.084	2024-01-02 18:17:07.405	0
0.988	-0.135	0.084	2024-01-02 18:17:07.537	0
0.986	-0.135	0.083	2024-01-02 18:17:07.615	0
0.988	-0.134	0.084	2024-01-02 18:17:07.735	0
0.986	-0.136	0.083	2024-01-02 18:17:07.826	0
0.988	-0.134	0.083	2024-01-02 18:17:07.946	0
0.986	-0.136	0.083	2024-01-02 18:17:08.360	0
0.988	-0.134	0.084	2024-01-02 18:17:08.178	0
0.986	-0.136	0.083	2024-01-02 18:17:08.219	0
0.987	-0.134	0.083	2024-01-02 18:17:08.339	0
0.989	-0.135	0.084	2024-01-02 18:17:08.427	0
0.987	-0.134	0.084	2024-01-02 18:17:08.552	0
0.987	-0.135	0.084	2024-01-02 18:17:08.638	0
0.987	-0.134	0.084	2024-01-02 18:17:08.757	0
0.987	-0.135	0.083	2024-01-02 18:17:08.820	0
0.987	-0.134	0.083	2024-01-02 18:17:08.939	0
0.988	-0.135	0.083	2024-01-02 18:17:09.290	0
0.988	-0.135	0.084	2024-01-02 18:17:09.156	0
0.988	-0.134	0.084	2024-01-02 18:17:09.238	0
0.987	-0.135	0.084	2024-01-02 18:17:09.369	0
0.988	-0.135	0.084	2024-01-02 18:17:09.473	0
0.987	-0.135	0.085	2024-01-02 18:17:09.567	0
0.988	-0.134	0.085	2024-01-02 18:17:09.632	0
0.985	-0.136	0.085	2024-01-02 18:17:09.750	0
0.986	-0.132	0.083	2024-01-02 18:17:09.840	0
0.988	-0.134	0.084	2024-01-02 18:17:09.957	0
0.986	-0.135	0.084	2024-01-02 18:17:10.450	0
0.988	-0.134	0.083	2024-01-02 18:17:10.172	0
0.987	-0.134	0.085	2024-01-02 18:17:10.229	0
0.988	-0.134	0.085	2024-01-02 18:17:10.356	0
0.986	-0.135	0.084	2024-01-02 18:17:10.479	0
0.988	-0.134	0.084	2024-01-02 18:17:10.556	0
0.987	-0.135	0.083	2024-01-02 18:17:10.675	0
0.987	-0.134	0.084	2024-01-02 18:17:10.768	0
0.986	-0.135	0.083	2024-01-02 18:17:10.862	0
0.988	-0.135	0.085	2024-01-02 18:17:10.978	0
0.987	-0.136	0.084	2024-01-02 18:17:11.530	0
0.988	-0.134	0.084	2024-01-02 18:17:11.157	0
0.986	-0.135	0.083	2024-01-02 18:17:11.280	0
0.988	-0.134	0.083	2024-01-02 18:17:11.367	0
0.988	-0.136	0.083	2024-01-02 18:17:11.470	0
0.987	-0.134	0.084	2024-01-02 18:17:11.577	0
0.988	-0.135	0.085	2024-01-02 18:17:11.653	0
0.987	-0.134	0.084	2024-01-02 18:17:11.771	0
0.987	-0.135	0.084	2024-01-02 18:17:11.879	0
0.986	-0.135	0.084	2024-01-02 18:17:11.967	0
0.988	-0.135	0.084	2024-01-02 18:17:12.780	0
0.988	-0.135	0.083	2024-01-02 18:17:12.176	0
0.987	-0.135	0.083	2024-01-02 18:17:12.270	0
0.988	-0.134	0.082	2024-01-02 18:17:12.387	0
0.986	-0.135	0.085	2024-01-02 18:17:12.452	0
0.988	-0.135	0.084	2024-01-02 18:17:12.566	0
0.986	-0.135	0.084	2024-01-02 18:17:12.678	0
0.988	-0.134	0.085	2024-01-02 18:17:12.776	0
0.987	-0.136	0.083	2024-01-02 18:17:12.870	0
0.987	-0.134	0.083	2024-01-02 18:17:12.988	0
0.989	-0.135	0.083	2024-01-02 18:17:13.540	0
0.988	-0.135	0.083	2024-01-02 18:17:13.168	0
0.988	-0.134	0.083	2024-01-02 18:17:13.276	0
0.987	-0.135	0.083	2024-01-02 18:17:13.378	0
0.987	-0.135	0.084	2024-01-02 18:17:13.469	0
0.986	-0.134	0.084	2024-01-02 18:17:13.587	0
0.988	-0.134	0.083	2024-01-02 18:17:13.677	0
0.987	-0.135	0.083	2024-01-02 18:17:13.799	0
0.988	-0.135	0.084	2024-01-02 18:17:13.877	0
0.986	-0.135	0.084	2024-01-02 18:17:13.977	0
0.988	-0.133	0.085	2024-01-02 18:17:14.980	0
0.987	-0.135	0.083	2024-01-02 18:17:14.187	0
0.988	-0.134	0.083	2024-01-02 18:17:14.277	0
0.987	-0.135	0.084	2024-01-02 18:17:14.399	0
0.988	-0.134	0.083	2024-01-02 18:17:14.471	0
0.988	-0.136	0.083	2024-01-02 18:17:14.577	0
0.987	-0.135	0.084	2024-01-02 18:17:14.671	0
0.988	-0.135	0.083	2024-01-02 18:17:14.788	0
0.987	-0.134	0.083	2024-01-02 18:17:14.879	0
0.988	-0.134	0.084	2024-01-02 18:17:14.997	0
0.987	-0.135	0.084	2024-01-02 18:17:15.880	0
0.987	-0.134	0.084	2024-01-02 18:17:15.207	0
0.986	-0.135	0.084	2024-01-02 18:17:15.271	0
0.987	-0.134	0.084	2024-01-02 18:17:15.385	0
0.987	-0.135	0.083	2024-01-02 18:17:15.477	0
0.987	-0.134	0.083	2024-01-02 18:17:15.597	0
0.986	-0.136	0.083	2024-01-02 18:17:15.689	0
0.988	-0.134	0.083	2024-01-02 18:17:15.857	0
0.988	-0.136	0.083	2024-01-02 18:17:15.866	0
0.987	-0.133	0.083	2024-01-02 18:17:15.987	0
0.987	-0.134	0.083	2024-01-02 18:17:16.770	0
0.987	-0.134	0.083	2024-01-02 18:17:16.196	0
0.986	-0.135	0.083	2024-01-02 18:17:16.288	0
0.986	-0.135	0.083	2024-01-02 18:17:16.407	0
0.989	-0.135	0.084	2024-01-02 18:17:16.499	0
0.987	-0.135	0.083	2024-01-02 18:17:16.617	0
0.99	-0.134	0.083	2024-01-02 18:17:16.677	0
0.986	-0.135	0.084	2024-01-02 18:17:16.799	0
0.988	-0.134	0.083	2024-01-02 18:17:16.886	0
