acc_X(g),acc_Y(g),acc_Z(g),ang_X(g),ang_Y(g),ang_Z(g),Time,Cluster
-0.656,-0.203,0.717,2.502,0.305,-0.793,2024-01-16 21:16:56.822,1
-0.669,-0.206,0.716,2.747,0.0,-2.625,2024-01-16 21:16:56.939,1
-0.669,-0.206,0.716,2.747,0.0,-2.625,2024-01-16 21:16:56.940,1
-0.665,-0.215,0.72,1.953,0.0,-3.052,2024-01-16 21:16:57.310,1
-0.665,-0.215,0.72,1.953,0.0,-3.052,2024-01-16 21:16:57.320,1
-0.657,-0.208,0.724,2.319,0.793,-3.601,2024-01-16 21:16:57.151,1
-0.657,-0.208,0.724,2.319,0.793,-3.601,2024-01-16 21:16:57.151,1
-0.667,-0.211,0.716,1.282,0.61,-4.272,2024-01-16 21:16:57.209,1
-0.667,-0.211,0.716,1.282,0.61,-4.272,2024-01-16 21:16:57.209,1
-0.648,-0.226,0.721,0.305,0.977,-4.333,2024-01-16 21:16:57.361,1
-0.648,-0.226,0.721,0.305,0.977,-4.333,2024-01-16 21:16:57.362,1
-0.669,-0.217,0.719,-1.404,0.061,-4.395,2024-01-16 21:16:57.418,1
-0.669,-0.217,0.719,-1.404,0.061,-4.395,2024-01-16 21:16:57.418,1
-0.672,-0.229,0.717,-1.404,0.916,-2.747,2024-01-16 21:16:57.542,1
-0.672,-0.229,0.717,-1.404,0.916,-2.747,2024-01-16 21:16:57.543,1
-0.653,-0.239,0.711,-0.061,2.441,-1.221,2024-01-16 21:16:57.629,1
-0.653,-0.239,0.711,-0.061,2.441,-1.221,2024-01-16 21:16:57.630,1
-0.667,-0.227,0.709,-0.549,-0.854,1.099,2024-01-16 21:16:57.750,1
-0.667,-0.227,0.709,-0.549,-0.854,1.099,2024-01-16 21:16:57.750,1
-0.659,-0.239,0.708,0.61,-0.061,0.488,2024-01-16 21:16:57.812,1
-0.659,-0.239,0.708,0.61,-0.061,0.488,2024-01-16 21:16:57.812,1
-0.665,-0.236,0.71,0.0,0.0,0.671,2024-01-16 21:16:57.932,1
-0.665,-0.236,0.71,0.0,0.0,0.671,2024-01-16 21:16:57.932,1
-0.662,-0.229,0.708,0.488,0.244,0.122,2024-01-16 21:16:58.210,1
-0.662,-0.229,0.708,0.488,0.244,0.122,2024-01-16 21:16:58.220,1
-0.669,-0.23,0.71,0.671,0.183,0.0,2024-01-16 21:16:58.139,1
-0.669,-0.23,0.71,0.671,0.183,0.0,2024-01-16 21:16:58.139,1
-0.675,-0.228,0.713,-0.122,-0.488,0.061,2024-01-16 21:16:58.231,1
-0.675,-0.228,0.713,-0.122,-0.488,0.061,2024-01-16 21:16:58.231,1
-0.671,-0.23,0.711,0.366,0.0,0.305,2024-01-16 21:16:58.351,1
-0.671,-0.23,0.711,0.366,0.0,0.305,2024-01-16 21:16:58.352,1
-0.669,-0.225,0.706,0.305,0.793,0.244,2024-01-16 21:16:58.442,1
-0.669,-0.225,0.706,0.305,0.793,0.244,2024-01-16 21:16:58.443,1
-0.668,-0.228,0.707,0.61,0.732,0.122,2024-01-16 21:16:58.559,1
-0.668,-0.228,0.707,0.61,0.732,0.122,2024-01-16 21:16:58.559,1
-0.669,-0.233,0.71,0.793,0.732,-0.244,2024-01-16 21:16:58.621,1
-0.669,-0.233,0.71,0.793,0.732,-0.244,2024-01-16 21:16:58.621,1
-0.667,-0.226,0.711,0.0,-0.366,0.0,2024-01-16 21:16:58.742,1
-0.667,-0.226,0.711,0.0,-0.366,0.0,2024-01-16 21:16:58.743,1
-0.662,-0.23,0.707,-0.244,-0.793,0.549,2024-01-16 21:16:58.831,1
-0.662,-0.23,0.707,-0.244,-0.793,0.549,2024-01-16 21:16:58.831,1
-0.67,-0.226,0.714,-0.732,-1.16,0.977,2024-01-16 21:16:58.953,1
-0.67,-0.226,0.714,-0.732,-1.16,0.977,2024-01-16 21:16:58.953,1
-0.662,-0.219,0.718,-0.305,-1.038,0.916,2024-01-16 21:16:59.860,1
-0.662,-0.219,0.718,-0.305,-1.038,0.916,2024-01-16 21:16:59.860,1
-0.664,-0.227,0.716,0.122,0.0,0.305,2024-01-16 21:16:59.159,1
-0.664,-0.227,0.716,0.122,0.0,0.305,2024-01-16 21:16:59.160,1
-0.659,-0.222,0.717,0.122,-0.916,0.732,2024-01-16 21:16:59.251,1
-0.659,-0.222,0.717,0.122,-0.916,0.732,2024-01-16 21:16:59.252,1
-0.656,-0.221,0.714,-0.061,-1.038,1.221,2024-01-16 21:16:59.342,1
-0.656,-0.221,0.714,-0.061,-1.038,1.221,2024-01-16 21:16:59.343,1
-0.657,-0.233,0.721,0.671,-1.16,2.441,2024-01-16 21:16:59.431,1
-0.657,-0.233,0.721,0.671,-1.16,2.441,2024-01-16 21:16:59.431,1
-0.649,-0.215,0.725,-2.197,-2.625,1.77,2024-01-16 21:16:59.586,1
-0.649,-0.215,0.725,-2.197,-2.625,1.77,2024-01-16 21:16:59.586,1
-0.654,-0.222,0.72,-1.099,-2.258,0.122,2024-01-16 21:16:59.643,1
-0.654,-0.222,0.72,-1.099,-2.258,0.122,2024-01-16 21:16:59.643,1
-0.66,-0.213,0.732,0.122,-2.441,0.244,2024-01-16 21:16:59.783,1
-0.66,-0.213,0.732,0.122,-2.441,0.244,2024-01-16 21:16:59.783,1
-0.659,-0.221,0.728,0.183,-1.099,0.61,2024-01-16 21:16:59.882,1
-0.659,-0.221,0.728,0.183,-1.099,0.61,2024-01-16 21:16:59.883,1
-0.663,-0.218,0.726,-0.183,-0.305,0.916,2024-01-16 21:16:59.989,1
-0.663,-0.218,0.726,-0.183,-0.305,0.916,2024-01-16 21:16:59.989,1
-0.646,-0.211,0.724,-0.061,0.488,0.549,2024-01-16 21:17:00.850,1
-0.646,-0.211,0.724,-0.061,0.488,0.549,2024-01-16 21:17:00.850,1
-0.658,-0.218,0.723,-0.427,1.221,0.244,2024-01-16 21:17:00.152,1
-0.658,-0.218,0.723,-0.427,1.221,0.244,2024-01-16 21:17:00.153,1
-0.659,-0.216,0.727,0.244,1.038,-0.549,2024-01-16 21:17:00.242,1
-0.659,-0.216,0.727,0.244,1.038,-0.549,2024-01-16 21:17:00.243,1
-0.667,-0.214,0.72,0.366,1.221,-0.549,2024-01-16 21:17:00.380,1
-0.667,-0.214,0.72,0.366,1.221,-0.549,2024-01-16 21:17:00.380,1
-0.659,-0.216,0.724,0.671,1.221,-0.366,2024-01-16 21:17:00.454,1
-0.659,-0.216,0.724,0.671,1.221,-0.366,2024-01-16 21:17:00.454,1
-0.653,-0.214,0.719,0.793,0.977,-0.366,2024-01-16 21:17:00.587,1
-0.653,-0.214,0.719,0.793,0.977,-0.366,2024-01-16 21:17:00.588,1
-0.667,-0.218,0.714,0.0,0.488,0.122,2024-01-16 21:17:00.630,1
-0.667,-0.218,0.714,0.0,0.488,0.122,2024-01-16 21:17:00.631,1
-0.658,-0.221,0.719,0.61,0.671,-0.61,2024-01-16 21:17:00.752,1
-0.658,-0.221,0.719,0.61,0.671,-0.61,2024-01-16 21:17:00.752,1
-0.656,-0.223,0.714,0.427,0.854,-1.038,2024-01-16 21:17:00.842,1
-0.656,-0.223,0.714,0.427,0.854,-1.038,2024-01-16 21:17:00.842,1
-0.662,-0.23,0.715,0.122,0.671,-1.404,2024-01-16 21:17:00.984,1
-0.662,-0.23,0.715,0.122,0.671,-1.404,2024-01-16 21:17:00.984,1
-0.652,-0.228,0.723,-1.16,0.732,-0.122,2024-01-16 21:17:01.990,1
-0.652,-0.228,0.723,-1.16,0.732,-0.122,2024-01-16 21:17:01.100,1
-0.656,-0.221,0.709,-2.502,-0.061,2.502,2024-01-16 21:17:01.230,1
-0.656,-0.221,0.709,-2.502,-0.061,2.502,2024-01-16 21:17:01.230,1
-0.66,-0.219,0.723,-2.136,-0.183,2.991,2024-01-16 21:17:01.279,1
-0.66,-0.219,0.723,-2.136,-0.183,2.991,2024-01-16 21:17:01.280,1
-0.655,-0.212,0.718,-1.221,-0.732,2.747,2024-01-16 21:17:01.391,1
-0.655,-0.212,0.718,-1.221,-0.732,2.747,2024-01-16 21:17:01.391,1
-0.67,-0.212,0.717,-0.488,-0.854,1.892,2024-01-16 21:17:01.441,1
-0.67,-0.212,0.717,-0.488,-0.854,1.892,2024-01-16 21:17:01.441,1
-0.668,-0.222,0.716,-0.244,-0.366,1.221,2024-01-16 21:17:01.579,1
-0.668,-0.222,0.716,-0.244,-0.366,1.221,2024-01-16 21:17:01.579,1
-0.66,-0.214,0.72,-0.061,-0.854,0.305,2024-01-16 21:17:01.650,1
-0.66,-0.214,0.72,-0.061,-0.854,0.305,2024-01-16 21:17:01.650,1
-0.662,-0.216,0.72,0.183,-0.427,-0.061,2024-01-16 21:17:01.787,1
-0.662,-0.216,0.72,0.183,-0.427,-0.061,2024-01-16 21:17:01.787,1
-0.661,-0.213,0.721,0.244,-0.488,-0.122,2024-01-16 21:17:01.860,1
-0.661,-0.213,0.721,0.244,-0.488,-0.122,2024-01-16 21:17:01.861,1
-0.662,-0.211,0.721,1.099,-0.122,-0.793,2024-01-16 21:17:02.410,1
-0.662,-0.211,0.721,1.099,-0.122,-0.793,2024-01-16 21:17:02.410,1
-0.668,-0.226,0.713,0.0,0.183,0.183,2024-01-16 21:17:02.420,1
-0.668,-0.226,0.713,0.0,0.183,0.183,2024-01-16 21:17:02.420,1
-0.66,-0.206,0.725,-0.244,-0.183,-0.244,2024-01-16 21:17:02.185,1
-0.66,-0.206,0.725,-0.244,-0.183,-0.244,2024-01-16 21:17:02.185,1
-0.66,-0.213,0.723,0.061,0.916,-0.305,2024-01-16 21:17:02.251,1
-0.66,-0.213,0.723,0.061,0.916,-0.305,2024-01-16 21:17:02.251,1
-0.659,-0.217,0.721,0.061,0.977,-0.549,2024-01-16 21:17:02.385,1
-0.659,-0.217,0.721,0.061,0.977,-0.549,2024-01-16 21:17:02.386,1
-0.653,-0.221,0.717,-0.549,0.0,0.305,2024-01-16 21:17:02.486,1
-0.653,-0.221,0.717,-0.549,0.0,0.305,2024-01-16 21:17:02.487,1
-0.668,-0.213,0.718,-1.221,-0.061,0.916,2024-01-16 21:17:02.583,1
-0.668,-0.213,0.718,-1.221,-0.061,0.916,2024-01-16 21:17:02.583,1
-0.663,-0.211,0.72,0.061,0.549,0.427,2024-01-16 21:17:02.684,1
-0.663,-0.211,0.72,0.061,0.549,0.427,2024-01-16 21:17:02.685,1
-0.668,-0.223,0.716,0.061,0.732,0.061,2024-01-16 21:17:02.793,1
-0.668,-0.223,0.716,0.061,0.732,0.061,2024-01-16 21:17:02.793,1
-0.662,-0.217,0.718,-0.488,0.488,0.122,2024-01-16 21:17:02.854,1
-0.662,-0.217,0.718,-0.488,0.488,0.122,2024-01-16 21:17:02.854,1
-0.665,-0.213,0.715,0.488,0.732,0.122,2024-01-16 21:17:02.987,1
-0.665,-0.213,0.715,0.488,0.732,0.122,2024-01-16 21:17:02.988,1
-0.673,-0.214,0.71,-0.061,-0.366,0.122,2024-01-16 21:17:03.610,1
-0.673,-0.214,0.71,-0.061,-0.366,0.122,2024-01-16 21:17:03.620,1
-0.667,-0.219,0.712,0.488,-0.061,-0.244,2024-01-16 21:17:03.188,1
-0.667,-0.219,0.712,0.488,-0.061,-0.244,2024-01-16 21:17:03.188,1
-0.665,-0.213,0.714,0.549,0.427,-0.549,2024-01-16 21:17:03.289,1
-0.665,-0.213,0.714,0.549,0.427,-0.549,2024-01-16 21:17:03.290,1
-0.676,-0.22,0.713,0.549,1.038,-0.549,2024-01-16 21:17:03.391,1
-0.676,-0.22,0.713,0.549,1.038,-0.549,2024-01-16 21:17:03.391,1
-0.671,-0.221,0.71,0.671,1.404,-0.488,2024-01-16 21:17:03.450,1
-0.671,-0.221,0.71,0.671,1.404,-0.488,2024-01-16 21:17:03.451,1
-0.667,-0.217,0.711,-0.122,0.183,-0.061,2024-01-16 21:17:03.587,1
-0.667,-0.217,0.711,-0.122,0.183,-0.061,2024-01-16 21:17:03.587,1
-0.669,-0.215,0.712,0.0,-0.122,0.244,2024-01-16 21:17:03.661,1
-0.669,-0.215,0.712,0.0,-0.122,0.244,2024-01-16 21:17:03.662,1
-0.668,-0.218,0.713,-0.183,-0.793,0.0,2024-01-16 21:17:03.786,1
-0.668,-0.218,0.713,-0.183,-0.793,0.0,2024-01-16 21:17:03.787,1
-0.673,-0.211,0.716,0.122,-0.916,-0.793,2024-01-16 21:17:03.885,1
-0.673,-0.211,0.716,0.122,-0.916,-0.793,2024-01-16 21:17:03.885,1
-0.668,-0.207,0.707,0.183,0.0,-0.977,2024-01-16 21:17:03.990,1
-0.668,-0.207,0.707,0.183,0.0,-0.977,2024-01-16 21:17:03.990,1
-0.654,-0.213,0.715,1.587,2.075,-3.296,2024-01-16 21:17:04.910,1
-0.654,-0.213,0.715,1.587,2.075,-3.296,2024-01-16 21:17:04.910,1
-0.65,-0.223,0.708,1.709,2.014,-3.296,2024-01-16 21:17:04.197,1
-0.65,-0.223,0.708,1.709,2.014,-3.296,2024-01-16 21:17:04.197,1
-0.653,-0.23,0.704,1.404,0.061,-2.319,2024-01-16 21:17:04.261,1
-0.653,-0.23,0.704,1.404,0.061,-2.319,2024-01-16 21:17:04.262,1
-0.654,-0.215,0.716,1.526,-1.892,-1.892,2024-01-16 21:17:04.385,1
-0.654,-0.215,0.716,1.526,-1.892,-1.892,2024-01-16 21:17:04.386,1
-0.656,-0.224,0.713,2.136,-1.709,-1.77,2024-01-16 21:17:04.483,1
-0.656,-0.224,0.713,2.136,-1.709,-1.77,2024-01-16 21:17:04.484,1
-0.657,-0.225,0.72,1.404,-1.892,-1.038,2024-01-16 21:17:04.591,1
-0.657,-0.225,0.72,1.404,-1.892,-1.038,2024-01-16 21:17:04.592,1
-0.661,-0.225,0.72,-0.061,-1.709,0.061,2024-01-16 21:17:04.684,1
-0.661,-0.225,0.72,-0.061,-1.709,0.061,2024-01-16 21:17:04.684,1
-0.663,-0.222,0.724,-0.183,-1.099,0.305,2024-01-16 21:17:04.798,1
-0.663,-0.222,0.724,-0.183,-1.099,0.305,2024-01-16 21:17:04.798,1
-0.657,-0.222,0.727,-0.549,0.0,0.61,2024-01-16 21:17:04.861,1
-0.657,-0.222,0.727,-0.549,0.0,0.61,2024-01-16 21:17:04.862,1
-0.655,-0.218,0.724,-1.343,0.244,0.366,2024-01-16 21:17:04.987,1
-0.655,-0.218,0.724,-1.343,0.244,0.366,2024-01-16 21:17:04.987,1
-0.656,-0.219,0.723,-0.427,0.671,0.427,2024-01-16 21:17:05.840,1
-0.656,-0.219,0.723,-0.427,0.671,0.427,2024-01-16 21:17:05.850,1
-0.663,-0.216,0.724,-0.366,0.122,1.16,2024-01-16 21:17:05.191,1
-0.663,-0.216,0.724,-0.366,0.122,1.16,2024-01-16 21:17:05.191,1
-0.658,-0.219,0.72,0.183,-0.366,1.038,2024-01-16 21:17:05.287,1
-0.658,-0.219,0.72,0.183,-0.366,1.038,2024-01-16 21:17:05.287,1
-0.661,-0.221,0.719,-0.061,-0.61,1.526,2024-01-16 21:17:05.400,1
-0.661,-0.221,0.719,-0.061,-0.61,1.526,2024-01-16 21:17:05.400,1
-0.661,-0.217,0.72,-0.183,-0.916,0.916,2024-01-16 21:17:05.490,1
-0.661,-0.217,0.72,-0.183,-0.916,0.916,2024-01-16 21:17:05.490,1
-0.659,-0.221,0.722,-0.122,-0.488,0.122,2024-01-16 21:17:05.611,1
-0.659,-0.221,0.722,-0.122,-0.488,0.122,2024-01-16 21:17:05.611,1
-0.663,-0.217,0.723,0.061,-0.183,-0.549,2024-01-16 21:17:05.691,1
-0.663,-0.217,0.723,0.061,-0.183,-0.549,2024-01-16 21:17:05.691,1
-0.643,-0.215,0.722,0.122,0.183,-1.343,2024-01-16 21:17:05.790,1
-0.643,-0.215,0.722,0.122,0.183,-1.343,2024-01-16 21:17:05.790,1
-0.657,-0.22,0.72,0.183,0.305,-1.282,2024-01-16 21:17:05.885,1
-0.657,-0.22,0.72,0.183,0.305,-1.282,2024-01-16 21:17:05.886,1
-0.654,-0.225,0.721,0.732,0.061,-1.099,2024-01-16 21:17:06.000,1
-0.654,-0.225,0.721,0.732,0.061,-1.099,2024-01-16 21:17:06.000,1
-0.654,-0.222,0.721,0.0,0.183,-0.427,2024-01-16 21:17:06.104,1
-0.654,-0.222,0.721,0.0,0.183,-0.427,2024-01-16 21:17:06.104,1
-0.66,-0.223,0.725,-0.427,0.0,0.366,2024-01-16 21:17:06.211,1
-0.66,-0.223,0.725,-0.427,0.0,0.366,2024-01-16 21:17:06.211,1
-0.644,-0.223,0.726,0.0,-0.244,0.549,2024-01-16 21:17:06.279,1
-0.644,-0.223,0.726,0.0,-0.244,0.549,2024-01-16 21:17:06.279,1
-0.66,-0.218,0.721,-0.488,-1.282,0.671,2024-01-16 21:17:06.391,1
-0.66,-0.218,0.721,-0.488,-1.282,0.671,2024-01-16 21:17:06.392,1
-0.652,-0.219,0.728,-0.122,-0.305,0.549,2024-01-16 21:17:06.492,1
-0.652,-0.219,0.728,-0.122,-0.305,0.549,2024-01-16 21:17:06.492,1
-0.648,-0.216,0.723,0.0,-0.122,0.183,2024-01-16 21:17:06.601,1
-0.648,-0.216,0.723,0.0,-0.122,0.183,2024-01-16 21:17:06.601,1
-0.659,-0.215,0.726,0.0,0.183,0.0,2024-01-16 21:17:06.691,1
-0.659,-0.215,0.726,0.0,0.183,0.0,2024-01-16 21:17:06.692,1
-0.648,-0.224,0.728,0.671,0.305,0.0,2024-01-16 21:17:06.810,1
-0.648,-0.224,0.728,0.671,0.305,0.0,2024-01-16 21:17:06.810,1
-0.653,-0.212,0.727,0.061,-0.854,0.061,2024-01-16 21:17:06.898,1
-0.653,-0.212,0.727,0.061,-0.854,0.061,2024-01-16 21:17:06.899,1
-0.659,-0.223,0.726,0.366,-0.305,-0.122,2024-01-16 21:17:07.220,1
-0.659,-0.223,0.726,0.366,-0.305,-0.122,2024-01-16 21:17:07.220,1
-0.65,-0.219,0.729,-0.244,0.061,0.0,2024-01-16 21:17:07.860,1
-0.65,-0.219,0.729,-0.244,0.061,0.0,2024-01-16 21:17:07.860,1
-0.67,-0.221,0.729,-0.244,1.587,-0.427,2024-01-16 21:17:07.200,1
-0.67,-0.221,0.729,-0.244,1.587,-0.427,2024-01-16 21:17:07.200,1
-0.735,-0.23,0.731,-0.549,4.15,-0.122,2024-01-16 21:17:07.294,1
-0.735,-0.23,0.731,-0.549,4.15,-0.122,2024-01-16 21:17:07.294,1
-0.773,-0.224,0.738,-2.38,11.292,0.916,2024-01-16 21:17:07.411,1
-0.773,-0.224,0.738,-2.38,11.292,0.916,2024-01-16 21:17:07.412,1
-0.713,-0.24,0.708,-3.54,29.907,-0.061,2024-01-16 21:17:07.500,1
-0.713,-0.24,0.708,-3.54,29.907,-0.061,2024-01-16 21:17:07.500,1
-0.326,-0.264,0.467,-16.174,49.866,-0.549,2024-01-16 21:17:07.622,1
-0.326,-0.264,0.467,-16.174,49.866,-0.549,2024-01-16 21:17:07.623,1
-0.748,0.013,0.372,-16.846,62.805,0.732,2024-01-16 21:17:07.681,0
-0.748,0.013,0.372,-16.846,62.805,0.732,2024-01-16 21:17:07.681,0
-0.994,-0.356,0.541,-2.991,32.227,-11.353,2024-01-16 21:17:07.800,1
-0.994,-0.356,0.541,-2.991,32.227,-11.353,2024-01-16 21:17:07.800,1
-1.501,-0.32,0.824,4.639,-10.803,-1.587,2024-01-16 21:17:07.890,1
-1.501,-0.32,0.824,4.639,-10.803,-1.587,2024-01-16 21:17:07.890,1
-1.443,-0.565,1.308,26.367,-74.585,4.15,2024-01-16 21:17:08.100,1
-1.443,-0.565,1.308,26.367,-74.585,4.15,2024-01-16 21:17:08.110,1
-0.199,-0.506,0.819,-0.427,-69.763,11.78,2024-01-16 21:17:08.102,1
-0.199,-0.506,0.819,-0.427,-69.763,11.78,2024-01-16 21:17:08.102,1
0.006,-0.029,-0.066,-6.531,-0.488,-12.512,2024-01-16 21:17:08.221,0
0.006,-0.029,-0.066,-6.531,-0.488,-12.512,2024-01-16 21:17:08.222,0
-0.159,0.047,-0.503,-86.243,438.721,3.418,2024-01-16 21:17:08.311,0
-0.159,0.047,-0.503,-86.243,438.721,3.418,2024-01-16 21:17:08.311,0
-1.059,0.189,-0.115,159.668,-362.732,4.15,2024-01-16 21:17:08.490,0
-1.059,0.189,-0.115,159.668,-362.732,4.15,2024-01-16 21:17:08.490,0
-2.122,-0.255,0.679,207.336,56.702,135.803,2024-01-16 21:17:08.491,0
-2.122,-0.255,0.679,207.336,56.702,135.803,2024-01-16 21:17:08.491,0
-0.982,-0.815,0.712,-49.988,-26.245,20.02,2024-01-16 21:17:08.612,1
-0.982,-0.815,0.712,-49.988,-26.245,20.02,2024-01-16 21:17:08.612,1
-1.098,-0.235,1.42,39.124,-27.893,-9.827,2024-01-16 21:17:08.700,1
-1.098,-0.235,1.42,39.124,-27.893,-9.827,2024-01-16 21:17:08.701,1
-1.122,-0.512,1.137,34.607,-50.72,3.967,2024-01-16 21:17:08.821,1
-1.122,-0.512,1.137,34.607,-50.72,3.967,2024-01-16 21:17:08.821,1
-0.006,-0.396,0.528,8.789,-28.625,5.249,2024-01-16 21:17:08.911,1
-0.006,-0.396,0.528,8.789,-28.625,5.249,2024-01-16 21:17:08.911,1
0.03,0.002,-0.128,-20.691,67.749,-62.805,2024-01-16 21:17:09.320,0
0.03,0.002,-0.128,-20.691,67.749,-62.805,2024-01-16 21:17:09.320,0
0.002,0.01,-0.309,-162.537,229.736,-35.4,2024-01-16 21:17:09.900,0
0.002,0.01,-0.309,-162.537,229.736,-35.4,2024-01-16 21:17:09.910,0
-1.171,0.004,-0.009,177.612,-128.418,-43.579,2024-01-16 21:17:09.209,0
-1.171,0.004,-0.009,177.612,-128.418,-43.579,2024-01-16 21:17:09.210,0
-1.146,-0.311,1.272,-29.297,-120.605,25.391,2024-01-16 21:17:09.299,1
-1.146,-0.311,1.272,-29.297,-120.605,25.391,2024-01-16 21:17:09.299,1
-1.125,-0.406,1.089,19.409,179.443,-25.146,2024-01-16 21:17:09.421,1
-1.125,-0.406,1.089,19.409,179.443,-25.146,2024-01-16 21:17:09.421,1
-0.901,-0.164,1.113,38.086,-60.303,-9.338,2024-01-16 21:17:09.509,1
-0.901,-0.164,1.113,38.086,-60.303,-9.338,2024-01-16 21:17:09.509,1
-1.181,-0.448,1.411,2.808,-43.518,8.362,2024-01-16 21:17:09.631,1
-1.181,-0.448,1.411,2.808,-43.518,8.362,2024-01-16 21:17:09.631,1
-0.088,-0.395,0.665,-27.039,-20.752,16.357,2024-01-16 21:17:09.721,1
-0.088,-0.395,0.665,-27.039,-20.752,16.357,2024-01-16 21:17:09.721,1
0.051,-0.005,-0.049,-10.498,183.716,39.429,2024-01-16 21:17:09.843,0
0.051,-0.005,-0.049,-10.498,183.716,39.429,2024-01-16 21:17:09.843,0
0.102,0.016,-0.216,-126.526,200.745,-45.898,2024-01-16 21:17:09.900,0
0.102,0.016,-0.216,-126.526,200.745,-45.898,2024-01-16 21:17:09.901,0
-1.092,-0.04,0.121,30.579,-519.836,14.343,2024-01-16 21:17:10.190,0
-1.092,-0.04,0.121,30.579,-519.836,14.343,2024-01-16 21:17:10.190,0
-5.015,0.253,1.275,6.775,-34.729,-33.081,2024-01-16 21:17:10.110,0
-5.015,0.253,1.275,6.775,-34.729,-33.081,2024-01-16 21:17:10.111,0
-0.617,-0.51,-0.543,44.556,378.357,-411.255,2024-01-16 21:17:10.231,0
-0.617,-0.51,-0.543,44.556,378.357,-411.255,2024-01-16 21:17:10.231,0
-0.675,0.069,1.028,12.451,-44.617,11.78,2024-01-16 21:17:10.322,0
-0.675,0.069,1.028,12.451,-44.617,11.78,2024-01-16 21:17:10.322,0
-0.379,-0.168,0.467,-3.54,7.751,4.639,2024-01-16 21:17:10.442,0
-0.379,-0.168,0.467,-3.54,7.751,4.639,2024-01-16 21:17:10.442,0
-0.486,-0.051,0.326,-2.625,1.526,10.986,2024-01-16 21:17:10.501,0
-0.486,-0.051,0.326,-2.625,1.526,10.986,2024-01-16 21:17:10.502,0
-1.022,-0.065,0.426,6.287,-3.723,9.216,2024-01-16 21:17:10.622,0
-1.022,-0.065,0.426,6.287,-3.723,9.216,2024-01-16 21:17:10.623,0
-0.729,-0.17,0.8,14.832,-15.808,5.371,2024-01-16 21:17:10.711,1
-0.729,-0.17,0.8,14.832,-15.808,5.371,2024-01-16 21:17:10.712,1
-0.848,-0.095,0.727,-1.343,-6.897,4.395,2024-01-16 21:17:10.832,0
-0.848,-0.095,0.727,-1.343,-6.897,4.395,2024-01-16 21:17:10.832,0
-0.754,-0.063,0.594,1.709,13.916,-3.967,2024-01-16 21:17:10.921,0
-0.754,-0.063,0.594,1.709,13.916,-3.967,2024-01-16 21:17:10.922,0
-0.721,-0.155,0.663,5.981,6.714,-9.949,2024-01-16 21:17:11.400,0
-0.721,-0.155,0.663,5.981,6.714,-9.949,2024-01-16 21:17:11.410,0
-0.735,-0.108,0.65,0.488,4.578,-7.935,2024-01-16 21:17:11.131,0
-0.735,-0.108,0.65,0.488,4.578,-7.935,2024-01-16 21:17:11.132,0
-0.769,-0.111,0.637,0.305,0.061,-6.836,2024-01-16 21:17:11.408,0
-0.769,-0.111,0.637,0.305,0.061,-6.836,2024-01-16 21:17:11.408,0
-0.783,-0.139,0.641,0.122,-3.479,-5.005,2024-01-16 21:17:11.408,0
-0.783,-0.139,0.641,0.122,-3.479,-5.005,2024-01-16 21:17:11.408,0
-0.778,-0.129,0.62,-0.061,-2.747,-3.357,2024-01-16 21:17:11.430,0
-0.778,-0.129,0.62,-0.061,-2.747,-3.357,2024-01-16 21:17:11.430,0
-0.749,-0.135,0.625,0.061,-1.587,-2.197,2024-01-16 21:17:11.520,0
-0.749,-0.135,0.625,0.061,-1.587,-2.197,2024-01-16 21:17:11.520,0
-0.764,-0.148,0.612,-0.854,-1.16,-1.16,2024-01-16 21:17:11.641,0
-0.764,-0.148,0.612,-0.854,-1.16,-1.16,2024-01-16 21:17:11.641,0
-0.746,-0.146,0.635,0.488,-1.526,-0.854,2024-01-16 21:17:11.731,0
-0.746,-0.146,0.635,0.488,-1.526,-0.854,2024-01-16 21:17:11.731,0
-0.743,-0.142,0.634,0.244,-3.235,0.671,2024-01-16 21:17:11.852,0
-0.743,-0.142,0.634,0.244,-3.235,0.671,2024-01-16 21:17:11.852,0
-0.754,-0.14,0.642,0.549,-4.7,1.709,2024-01-16 21:17:11.909,0
-0.754,-0.14,0.642,0.549,-4.7,1.709,2024-01-16 21:17:11.910,0
-0.74,-0.131,0.644,1.526,-5.249,1.648,2024-01-16 21:17:12.310,0
-0.74,-0.131,0.644,1.526,-5.249,1.648,2024-01-16 21:17:12.310,0
-0.749,-0.14,0.651,1.343,-4.272,0.732,2024-01-16 21:17:12.119,0
-0.749,-0.14,0.651,1.343,-4.272,0.732,2024-01-16 21:17:12.120,0
-0.748,-0.139,0.663,1.221,-3.296,0.671,2024-01-16 21:17:12.240,0
-0.748,-0.139,0.663,1.221,-3.296,0.671,2024-01-16 21:17:12.241,0
-0.745,-0.122,0.667,1.709,-0.549,1.343,2024-01-16 21:17:12.331,0
-0.745,-0.122,0.667,1.709,-0.549,1.343,2024-01-16 21:17:12.331,0
-0.742,-0.124,0.671,3.418,1.648,2.014,2024-01-16 21:17:12.450,0
-0.742,-0.124,0.671,3.418,1.648,2.014,2024-01-16 21:17:12.451,0
-0.727,-0.116,0.667,3.479,2.563,2.075,2024-01-16 21:17:12.542,0
-0.727,-0.116,0.667,3.479,2.563,2.075,2024-01-16 21:17:12.542,0
-0.739,-0.116,0.659,1.709,1.648,0.488,2024-01-16 21:17:12.661,0
